route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade
Time To Play (Variation 1),Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275368/time-to-play-variation-1,0.7,-1,Boulder,V-easy,1,8.0,37.41632,-118.44928,106275368,-1.0
All The Way Down,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106093066/all-the-way-down,1.7,-1,Boulder,V-easy,1,15.0,37.41724,-118.45103,106093066,-1.0
Hydra Pilferers,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106131947/hydra-pilferers,1.4,-1,Boulder,V-easy,1,12.0,37.41724,-118.45103,106131947,-1.0
Path,Heavenly Path Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093034/path,2.1,-1,Boulder,V-easy,1,20.0,37.41718,-118.45095,106093034,-1.0
Which Road,Heavenly Path Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093041/which-road,2.1,-1,Boulder,V-easy,1,15.0,37.41718,-118.45095,106093041,-1.0
Problem B,Flying Saucer Alcove > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997417/problem-b,1.0,-1,Boulder,V-easy,1,12.0,37.41675,-118.44941999999999,106997417,-1.0
Toffee Crack,The Cracks On The Rim Right Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977850/toffee-crack,1.7,-1,Boulder,V-easy,1,12.0,37.416540000000005,-118.44872,106977850,-1.0
Problem A,Pig Pen Slab > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273745/problem-a,1.4,-1,Boulder,V-easy,1,10.0,37.41525,-118.44878,106273745,-1.0
Margo's Arete,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132040/margos-arete,1.7,-1,Boulder,V-easy,1,10.0,37.418,-118.45200000000001,106132040,-1.0
Weak as Piss,Coors Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107864789/weak-as-piss,0.9,-1,Boulder,V-easy,1,,37.41689,-118.4507,107864789,-1.0
Time To Go,Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275325/time-to-go,1.7,-1,Boulder,V0-,1,15.0,37.41632,-118.44928,106275325,-0.25
Wolverine,Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275332/wolverine,1.2,-1,Boulder,V0-,1,15.0,37.41632,-118.44928,106275332,-0.25
Time To Play,Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275356/time-to-play,2.1,-1,Boulder,V0-,1,10.0,37.41632,-118.44928,106275356,-0.25
Time To Play - Variation 2,Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275378/time-to-play-variation-2,1.0,-1,Boulder,V0-,1,10.0,37.41632,-118.44928,106275378,-0.25
X-Static,Happy Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086103/x-static,1.9,-1,Boulder,V0-,1,15.0,37.41747,-118.45136000000001,106086103,-0.25
Celestial Trail,Heavenly Path Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093004/celestial-trail,3.0,-1,Boulder,V0- PG13,1,25.0,37.41718,-118.45095,106093004,-0.25
One Note Sample,One Note Boulder > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976636/one-note-sample,2.0,-1,Boulder,V0-,1,15.0,37.41728,-118.45034,106976636,-0.25
Loop,One Note Boulder > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976643/loop,1.0,-1,Boulder,V0-,1,12.0,37.41728,-118.45034,106976643,-0.25
Dirty Sound,One Note Boulder > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976658/dirty-sound,1.0,-1,Boulder,V0-,1,12.0,37.41728,-118.45034,106976658,-0.25
Silence So Red,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331136/silence-so-red,1.2,-1,Boulder,V0-,1,15.0,37.41788,-118.45147,106331136,-0.25
What did the Aliens Say?,Secret Arete Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996355/what-did-the-aliens-say,0.0,-1,Boulder,V0-,1,,37.417970000000004,-118.45146000000001,106996355,-0.25
"Getting Lonely, Getting Old",You Are Mortal Buttress > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997165/getting-lonely-getting-old,0.0,-1,Boulder,V0-,1,,37.41793,-118.45156999999999,106997165,-0.25
Pokeriotus,Water Saps Cave > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997334/pokeriotus,1.8,-1,Boulder,V0- PG13,1,20.0,37.41675,-118.44941999999999,106997334,-0.25
Problem A,Californication Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997192/problem-a,2.0,-1,Boulder,V0-,1,10.0,37.41675,-118.44941999999999,106997192,-0.25
"Veruca Salt, I Want You",Chocolate Slab > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977720/veruca-salt-i-want-you,2.1,-1,Boulder,V0-,1,12.0,37.41649,-118.4489,106977720,-0.25
"A Flake As Marvelous As You, Veruca",Marvelous Flake Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977777/a-flake-as-marvelous-as-you-veruca,2.8,-1,Boulder,V0-,1,15.0,37.416540000000005,-118.44888,106977777,-0.25
"Veruca, I Will Do Anything",The Cracks On The Rim Right Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977818/veruca-i-will-do-anything,1.0,-1,Boulder,V0-,1,15.0,37.416540000000005,-118.44872,106977818,-0.25
"Veruca, Veruca",The Cracks On The Rim Right Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977842/veruca-veruca,1.3,-1,Boulder,V0- PG13,1,18.0,37.416540000000005,-118.44872,106977842,-0.25
My Veruca,The Cracks On The Rim Left Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977875/my-veruca,1.5,-1,Boulder,V0-,1,10.0,37.41661,-118.44888,106977875,-0.25
I'll Kick The Butt Of That Mike Teavee,The Cracks On The Rim Left Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977892/ill-kick-the-butt-of-that-mike-teavee,1.3,-1,Boulder,V0-,1,10.0,37.41661,-118.44888,106977892,-0.25
If That Augustus Gloop Looks At You One More Time...,The Cracks On The Rim Left Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977921/if-that-augustus-gloop-looks-at-you-one-more-time,1.3,-1,Boulder,V0-,1,10.0,37.41661,-118.44888,106977921,-0.25
Violet Beauregarde Sucks,The Cracks On The Rim Left Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977934/violet-beauregarde-sucks,1.6,-1,Boulder,V0-,1,10.0,37.41661,-118.44888,106977934,-0.25
Fizzwiggwiggler,Wiggler Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977990/fizzwiggwiggler,1.0,-1,Boulder,V0-,1,12.0,37.416579999999996,-118.44895,106977990,-0.25
Unnamed 1,Unnamed Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106999079/unnamed-1,1.5,-1,Boulder,V0-,1,,37.41646,-118.44882,106999079,-0.25
Bouldering.com,Offwidth Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996302/boulderingcom,0.0,-1,Boulder,V0-,1,,37.41747,-118.45071000000002,106996302,-0.25
The Corner,Offwidth Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996310/the-corner,1.0,-1,Boulder,V0-,1,,37.41747,-118.45071000000002,106996310,-0.25
Plasti-Bandi-Whoopies,Offwidth Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996326/plasti-bandi-whoopies,2.0,-1,Boulder,V0-,1,,37.41747,-118.45071000000002,106996326,-0.25
Rosalie's Chimney,Offwidth Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996334/rosalies-chimney,2.0,-1,Boulder,V0-,1,,37.41747,-118.45071000000002,106996334,-0.25
Latona Basin,Front Block > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898107/latona-basin,1.0,-1,Boulder,V0-,1,10.0,37.41622,-118.45021000000001,107898107,-0.25
Nagasaki Badger,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997294/nagasaki-badger,1.0,-1,Boulder,V0-,1,,37.4191,-118.4543,106997294,-0.25
Aaarhhhhh,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107939677/aaarhhhhh,1.0,-1,Boulder,V0-,1,10.0,37.4191,-118.4543,107939677,-0.25
Brock Bating,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107942309/brock-bating,1.0,-1,Boulder,V0-,1,10.0,37.4191,-118.4543,107942309,-0.25
Marriage-Go-Round,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111470791/marriage-go-round,1.0,-1,Boulder,V0-,1,15.0,37.4191,-118.4546,111470791,-0.25
Pish,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480916/pish,1.0,-1,Boulder,V0- PG13,1,15.0,37.4191,-118.4546,111480916,-0.25
Strangle Hold,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480923/strangle-hold,1.0,-1,Boulder,V0-,1,12.0,37.4191,-118.4546,111480923,-0.25
Problem A,Wayko Boulder > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107939703/problem-a,1.0,-1,Boulder,V0-,1,10.0,37.41904,-118.45447,107939703,-0.25
Dumb,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132000/dumb,1.9,-1,Boulder,V0-,1,10.0,37.418,-118.45200000000001,106132000,-0.25
Duck Soup,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132031/duck-soup,1.9,-1,Boulder,V0-,1,10.0,37.418,-118.45200000000001,106132031,-0.25
Mmm... Nice,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132901/mmm-nice,2.0,-1,Boulder,V0-,1,10.0,37.4178,-118.4519,106132901,-0.25
Unnamed 5,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132966/unnamed-5,2.0,-1,Boulder,V0-,1,8.0,37.4178,-118.4519,106132966,-0.25
Lack Luster,Sunburst Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275444/lack-luster,1.8,-1,Boulder,V0-,1,10.0,37.41581,-118.44905,106275444,-0.25
Chrysler Crack,Get Around Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112475799/chrysler-crack,2.5,-1,Boulder,V0-,1,13.0,37.41599,-118.44842,112475799,-0.25
Crash Dive,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086077/crash-dive,1.3,-1,Boulder,V0-,1,20.0,37.418440000000004,-118.45268999999999,106086077,-0.25
Durban Poison,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086085/durban-poison,1.9,-1,Boulder,V0-,1,18.0,37.418440000000004,-118.45268999999999,106086085,-0.25
Sentimental Africa,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331075/sentimental-africa,1.2,-1,Boulder,V0-,1,15.0,37.418440000000004,-118.45268999999999,106331075,-0.25
Future Planet of Style,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086659/future-planet-of-style,1.1,-1,Boulder,V0-,1,10.0,37.41898,-118.45338999999998,106086659,-0.25
Painless,Less Of An Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331243/painless,1.3,-1,Boulder,V0-,1,,37.41896,-118.45364,106331243,-0.25
Blameless,Less Of An Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331254/blameless,2.0,-1,Boulder,V0-,1,12.0,37.41896,-118.45364,106331254,-0.25
Shameless,Less Of An Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331264/shameless,1.2,-1,Boulder,V0-,1,12.0,37.41896,-118.45364,106331264,-0.25
Bitter Lander Cowboys,Cry Baby Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480971/bitter-lander-cowboys,1.0,-1,Boulder,V0-,1,15.0,37.41919,-118.45364,111480971,-0.25
Split Melon,Split Melon Right Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996253/split-melon,1.0,-1,Boulder,V0-,1,,37.41706,-118.45061000000001,106996253,-0.25
Golden,Timmy Taylor's Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114153397/golden,1.0,-1,Boulder,V0-,1,12.0,37.41682,-118.45066000000001,114153397,-0.25
Problem A,Gleaner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107939656/problem-a,2.2,-1,Boulder,V0,1,10.0,37.416309999999996,-118.44951,107939656,0.0
Portal to the World,Gleaner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111729475/portal-to-the-world,1.0,-1,Boulder,V0,1,8.0,37.416309999999996,-118.44951,111729475,0.0
High Road,Heavenly Path Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093021/high-road,2.2,-1,Boulder,V0 PG13,1,25.0,37.41718,-118.45095,106093021,0.0
Mother Earth,Window Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107035601/mother-earth,1.0,-1,Boulder,V0,1,15.0,37.41711,-118.45128000000001,107035601,0.0
Runaway Slave,Back Walls > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976691/runaway-slave,1.8,-1,Boulder,V0,1,12.0,37.41728,-118.45034,106976691,0.0
Bark,Back Walls > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976698/bark,1.0,-1,Boulder,V0,1,12.0,37.41728,-118.45034,106976698,0.0
Tradtional Crack,Little Country Girl Alcove > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107948344/tradtional-crack,1.5,-1,Boulder,V0,1,,37.41728,-118.45034,107948344,0.0
Althea,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331143/althea,2.8,-1,Boulder,V0 PG13,1,20.0,37.41788,-118.45147,106331143,0.0
Mongol Hordes,The Citadel Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996386/mongol-hordes,0.0,-1,Boulder,V0,1,,37.41793,-118.45156999999999,106996386,0.0
My Last Boyfriend...,The Citadel Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996397/my-last-boyfriend,0.0,-1,Boulder,V0,1,,37.41793,-118.45156999999999,106996397,0.0
I Want More Life,You Are Mortal Buttress > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997159/i-want-more-life,0.0,-1,Boulder,V0,1,,37.41793,-118.45156999999999,106997159,0.0
Take California,California Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997092/take-california,1.0,-1,Boulder,V0,1,10.0,37.41675,-118.44941999999999,106997092,0.0
Oh Brother...,Coen Brothers Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997363/oh-brother,2.0,-1,Boulder,V0,1,8.0,37.41675,-118.44941999999999,106997363,0.0
Chocolate,Chocolate Slab > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977710/chocolate,1.7,-1,Boulder,V0,1,15.0,37.41649,-118.4489,106977710,0.0
Problem A,Baby Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977753/problem-a,1.0,-1,Boulder,V0,1,10.0,37.41646,-118.44882,106977753,0.0
Garbage Chute,The Cracks On The Rim Left Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977901/garbage-chute,2.2,-1,Boulder,V0,1,10.0,37.41661,-118.44888,106977901,0.0
Little Brute,The Cracks On The Rim Left Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977941/little-brute,1.0,-1,Boulder,V0,1,10.0,37.41661,-118.44888,106977941,0.0
Frontierland,Highbrow Area > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106279678/frontierland,1.7,-1,Boulder,V0,1,12.0,37.4155,-118.44922,106279678,0.0
Merriweather,Hair Trigger Wall > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106279690/merriweather,2.0,-1,Boulder,V0,1,10.0,37.415490000000005,-118.44928,106279690,0.0
Wall,Work Wall > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107541943/wall,1.0,-1,Boulder,V0,1,18.0,37.4156,-118.4494,107541943,0.0
Youth,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045679/youth,2.0,-1,Boulder,V0,1,10.0,37.415690000000005,-118.44957,107045679,0.0
Problem E,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045718/problem-e,1.8,-1,Boulder,V0,1,,37.415690000000005,-118.44957,107045718,0.0
Pompidou,The Hall of Mirrors > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898197/pompidou,1.5,-1,Boulder,V0,1,12.0,37.41622,-118.45021000000001,107898197,0.0
Wall and Slab,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107939664/wall-and-slab,1.0,-1,Boulder,V0,1,15.0,37.4191,-118.4543,107939664,0.0
Keep on Sending Him Up,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107203643/keep-on-sending-him-up,1.3,-1,Boulder,V0,1,,37.4191,-118.4546,107203643,0.0
Nice Curves,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480903/nice-curves,1.0,-1,Boulder,V0,1,15.0,37.4191,-118.4546,111480903,0.0
Tricky Kid,Wayko Boulder > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106995157/tricky-kid,1.2,-1,Boulder,V0,1,,37.41904,-118.45447,106995157,0.0
Giant,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132910/giant,1.5,-1,Boulder,V0,1,10.0,37.4178,-118.4519,106132910,0.0
The Pursuit of Wow,Tom Peter's Slab > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273867/the-pursuit-of-wow,3.4,-1,Boulder,V0 PG13,1,20.0,37.41587,-118.44899,106273867,0.0
Topsy-Turvy Times,Tom Peter's Slab > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273879/topsy-turvy-times,1.8,-1,Boulder,V0 R,1,22.0,37.41587,-118.44899,106273879,0.25
Wow Is Me,Wow Is Me Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273831/wow-is-me,1.9,-1,Boulder,V0,1,8.0,37.41581,-118.44905,106273831,0.0
